sentence,label,pmid
"Three times , the gods were distressed by the disturbance from human overpopulation.",1,3214
Strora Enso has a wide range of white envelope papers developed for excellent runnability and printability.,0,3215
The river had now turned into full flood after the deluge of rain a few days ago.,1,3216
"Shortly after takeoff, an apparent systems malfunction has caused the inadvertent launch of an AIM-9 Sidewinder missile.",1,3217
"The bending caused a fracture on the tension side of the test specimen, but the UHMP fiber ribbon held the fractured parts together.",1,3218
"These first person accounts humanize history as readers share the experiences of American prosecutors, security personnel, journalists, and even the architect who designed the courtroom.",0,3219
"A tent assembly includes a tent frame, a top support frame mounted on top of the tent frame, and an umbrella frame connected to the top support frame.",0,3220
The displacement comes from low atmospheric pressure within the centre of the depression.,1,3221
"The flour was in a can marked ""sugar"" and the tea was in a box marked ""salt.",0,3222
Virgin Galactic is determined to send folks into space.,0,3223
"Most of the streaks are caused by meteoroids about the size of a grain of sand, although meteoroids are porous and much less dense than sand.",1,3224
My cousins have some fun sliding down the steps in a laundry basket.,0,3225
"The Harper brothers were blindfolded, and swung most of their punches into the air as seconds punched them with gloves attached to long poles.",0,3226
Much of the difference in the total damage caused by the Nisqually and the Northridge earthquakes can be attributed to the Nisqually earthquake's location.,1,3227
The overseas department collaborates with the law department of the company to resolve any legal matters in the field of international trade.,0,3228
I already posted the product to your house last Friday.,0,3229
The Sabah Wildlife Department has implanted transmitters into three orangutans.,0,3230
He was releasing information into the public domain without understanding what that was.,0,3231
The snooker player played the game with a smile on his face.,0,3232
"In 1999, the British consultant thought up an innovative way of dealing with waste paper.",0,3233
"As I write this to you, a bevy of female deer tick nymphs perch upon my shouders and act as my spell checkers.",0,3234
"Frustrations, threats, and conflicts cause stress..",1,3235
A great resume is the best tool for a successful career transition.,0,3236
Children stand near houses in Padang that caught fire after the earthquake.,1,3237
Arginine-rich intracellular delivery peptides noncovalently transported the protein into the living cells.,0,3238
More important advantages are related to the position of a left-handed first baseman with respect to the base.,0,3239
The cabin passengers composed the elite.,0,3240
"The car already has a digital speedometer which tracks speed at, yes, precision of 1 kilometer - not 1.3, 1.6, but exactly 1 km.",0,3241
A battery of barracudas relies on ambush.,0,3242
"I thought sometimes I saw the flash of distant spires, the sunny gleam of upland pastures, the soft undulation of purple hills.",0,3243
The Government spent nearly 10m euro of taxpayers' money this year to cover the salaries of the ever-increasing coterie of special advisers.,0,3244
"In the 1998 crisis, capital flight caused a crisis on the currency markets, as the removal of funds from Russia necessarily entailed the conversion of rubles to dollars.",1,3245
This technique has been clearly explained in a previous issue of this magazine.,0,3246
Students wrote scripts to narrate their story.,0,3247
Some people experience tremors after drinking coffee and tea.,1,3248
"He stuffed the letter into an empty lemonade bottle, corked it, tossed it overboard, and forgot.",0,3249
"A stimulant, nicotine causes a temporary increase in alertness and a calm feeling.",1,3250
"The locking mechanism for a gear consists of a collar  on the shaft which is able to slide sideways so that teeth  on its inner surface bridge two circular rings with teeth on their outer circumference: one attached to the gear, one to the shaft.",0,3251
"Josie Cormier, succumbed to peer pressure and now hangs out with the popular crowd that often instigates the harassment.",1,3252
"Canine flea infestation is caused by fleas, which are small, wingless blood-sucking insects.",1,3253
"The local legend is about a mausoleum that was also the final resting place of King Robert the Bruce, adding spin to the Earl's noble connections.",0,3254
Self-organization become apparent in evolution as self-assemblage of the gene networks and cascades.,0,3255
I have recently developed creases in my ear lobes.,0,3256
The only light was from two turrets of bulletproof glass.,1,3257
The high pressure inside acaisson presents health risks.,0,3258
Sunday evening was the best part of this weekend.,0,3259
"TThe backup vocals are from a rather talented female, Stephanie Eitel.",1,3260
"This theory focuses on computational tasks, and considers automated procedures  that may solve such tasks.",0,3261
A controversy arose from an equivocal assignment of the metastable 150-meV vibrational peak.,1,3262
"The body unleashes its extraterrestrial passenger, which proceeds to infect the student population at a breakneck pace.",0,3263
The director shot some additional footage.,0,3264
"At birth, the patient has bilateral supernumerary nostrils, which were situated above the normal nostrils and opened into the ipsilateral nasal cavities.",0,3265
"During his speech, Kennedy focused on domestic issues, the Vietnam War, and racism.",0,3266
The republics are seeking to assert an unequivocal understanding of the country's ethnic nature as a federation of various peoples.,0,3267
We have injected the code into the native process.,0,3268
Andre Hartman touches the snout of the great white shark.,0,3269
Sea breezes are caused by cool and more dense air moving inland off the water.,1,3270
Nurses' militancy stemmed from two different kinds of experiences.,1,3271
Scientists have revealed how environmental irritants such as air pollution and cigarette smoke which cause coughing in people.,1,3272
"The Clippers, in contrast, are a prickle of hedgehogs without a common goal.",0,3273
"Cabaret is a form of entertainment featuring comedy, song, dance, and theatre.",0,3274
"When viewers ignore negative posts, the offending writer often leaves the site.",0,3275
"He had attended Vollenhoven's lectures and read the philosopher's books, much of them available for years in mimeo editions in Dutch.",0,3276
The democrats are competing for positions in the college of electors.,0,3277
Of course the problem is Christmas just passed so I've got a brand new pile of unread books to contend with.,0,3278
A fresh pork butt is cooked slowly in a crock pot instead of being cooked in the traditional pit.,0,3279
Several blocks of flats caught fire after the blaze spread from a building site in Sumner Road.,1,3280
"Global warming pollution from cars, light trucks and SUV's is the single largest source of global warming pollution generated in Maine.",1,3281
He is the author of eight books which have charted the transformation of Europe over the last quarter-century.,0,3282
International committees have bestowed industry awards to outstanding companies.,0,3283
"Seller adds taxes as a separate line item on the seller's invoice, when applicable.",0,3284
Japan injected funds into struggling companies.,0,3285
A bottle full of milk that has been left sitting out in a warm room quickly breeds more bacteria than a newborn can handle.,0,3286
"This bright yellow, lightweight shovel is a favourite of our adventurous little gardeners.",0,3287
He painted the picture of a typical middle-class family evening in a letter to the editor.,0,3288
The US marines have landed into the port this morning.,0,3289
The items have been donated to the museum of Thracian Art.,0,3290
Returning with their new single 'We Want War' the band have constructed a seven and a half minute epic.,0,3291
"Four hours earlier, the electrician injured his eye with the blunt end of a screwdriver.",0,3292
Swine Flu - Popular name for the illness caused by the H1N1 virus.,1,3293
The government is committed to bring art to the community.,0,3294
He used a real deck of cards.,0,3295
The urine output of the normal adults was 1350ml.,0,3296
A car dealer attaches a license plate to a minivan sold at a Eugene dealership.,0,3297
The findings of the study have been narrated in three parts.,0,3298
Their relationship is thrown into chaos.,0,3299
Hundreds of thousands in central China are sleeping outdoors for fear of more tremors after Saturday's earthquake.,1,3300
"Because the disorders are caused by defective lysosomal enzymes, with the result being lysosomal accumulation of pathway intermediates, these are often referred to as lysosomal storage diseases.",1,3301
The man is draining the pool water into the sanitary sewer.,0,3302
The freeze-dried dura mater was placed into warm sterile saline for 20 minutes before grafting.,0,3303
"All the profits from the books listed below are donated to the Norman Historic Preservation Program, Inc.  to be used toward the renovation of the old Norman High School as a children's educational center and museum.",1,3304
The user added subtitles into the mp4 files.,0,3305
Human hands built this extravagant tomb for the God King.,0,3306
The trio lit the blaze in a reserve behind Combine Street about 6.40pm and ran off.,0,3307
A gam of whales migrates to breeding lagoons every season.,0,3308
The poison was in a bottle of pricey wine.,0,3309
"Water damage from roof leaks, plumbing leaks or flooding lead to the growth of molds.",1,3310
"The second injury also started from the aforementioned collision, but has only recently re-surfaced.",1,3311
Dacryoadenitis is caused by local infection of the lacrimal gland by bacteria or viruses.,1,3312
The common buzzard uses its claws to grasp prey and its beak to tear.,0,3313
"Many commercial soap, shower gel or cleanser products contain preservatives, colorants and chemicals that cause dryness, rashes, itchiness and roughness on the skin.",1,3314
"Heart, blood vessels, blood are parts of the circulatory system.",0,3315
"Sharpening stones, water stones or whetstones are used to grind and hone the edges of steel tools and implements.",0,3316
It took the great Ronald Reagan years to develop his vast coterie of left wing haters.,0,3317
The new corporate citizen has landed into legal battles.,0,3318
"Its collections illustrate admirably the natural history, archeology and art of Southern India.",0,3319
The document was locked in a safe at Scotland Yard and only sent to the coroner in 2003.,0,3320
"The shop has since ""fixed"" the problem with a method of their own  and i have the cranks on my bike ready to use.",0,3321
The chapel in the manor house was dedicated to the nowadays somewhat obscure St Blaise.,0,3322
They packed yeast into toothpaste tubes.,0,3323
"His head was in a jar, but most of his brain stem and one ear was left on his body.",0,3324
It was also home to a bale of snapping turtles and a siege of great blue herons.,0,3325
"Approximately 1,000 farm animals receive health and medical care each year in our Farm Animal Hospital.",0,3326
He assigned an interview with a presidential candidate to the next show.,0,3327
The land was farmed for olives and a few other crops.,0,3328
The box regulated the temperature using an odoff controller and T2 as temperature reference.,0,3329
My credit card bill is approaching its limits.,0,3330
"It is soon asleep, however, on the pillow of mother's breast.",0,3331
The Ca content in the corn flour has also a strong dependence on the pericarp thickness .,0,3332
The curved roach on a square sail was dependent on the angle or height of the stay immediately below it.,0,3333
These are the most typical student edition textbooks.,0,3334
But the role is also under scrutiny in this affair.,0,3335
"The town's population is approximately four, the school closed years ago and birds have turned the church into a poop-caked aviary.",0,3336
"A suitcase with clothing in it had escaped the flames, yet some of the clothing inside were ashes, while the rest remained intact.",0,3337
Much of his early teaching experience involves telling anecdotes about his childhood in Ireland.,0,3338
The book takes into account various phases of the life of the Muhammad.,0,3339
The horse stretches its nuzzle towards the boy.,0,3340
The increased spending caused a strain on the state treasury as the Sultan was spending increasing amounts of time in the harem rather than leading the people.,1,3341
The bridge tower of an MC80 was located towards the stern of the vessel.,0,3342
He noticed a speck of blood on the man's thumb and what he thought were several corresponding drops on the driver's door of the truck.,0,3343
"The indenter is pushed into the material, and both the load and displacement increase.",0,3344
"Other tree species in the Gabonese forest are much more liable to burn, particularly Burseraceae such as.",0,3345
Researchers at Durham University have turned a video game into a fire drill simulator.,0,3346
My tuxedo for the banquet that night was in a suitcase in Peter Rickham's office.,0,3347
"As the young girl journeyed into unbelievable danger, she did not have the faintest clue that she alone was destined to win, or to lose, this more-than-mortal battle.",0,3348
The latest issue of Five Bells has been sent to poet union members.,0,3349
The impact of the tire against the pothole caused a slit on the tube that the repairman had to sew three stiches.,1,3350
The government has poured billions into education reforms.,0,3351
A handpicked regiment of 100 marksmen under General William Maxwell laid an ambush in the surrounding cover.,0,3352
"The street outside the side entrance was decked, however, with three limousines double-parked and a squad of motorcycle policemen stood at the door.",0,3353
The launcher released a satellite into geosynchronous transfer orbit at 23.31 GMT.,0,3354
The victim of last night's car accident donated his organs to several patients who have been waiting for donated organs.,0,3355
This feared ruler founded the largest land empire in history.,0,3356
"Comedy was employed in a cathartic role against the tension, fear and grief caused by the fighting.",1,3357
"In the most common form of such an attack, called ischemic stroke, the blockage comes from a blood clot that develops in one of the brain's blood vessels.",1,3358
Internal emails have been leaked to the public broadcasting.,0,3359
"Behind him crouch canaille of minor letters sins, venial sycophantic hacks with shady past.",0,3360
These text messages are sent to the outer space.,0,3361
"With operations in Scandinavia, the company manufactures plastic drums, jerricans and pails.",0,3362
They discovered a good bit of published literature about modification of yeast with resveratrol-related genes.,0,3363
A question was raised in relation to the partnership arrangements in Germany.,0,3364
"On the bedroom chair and along the rail of the bed were scattered the garments, the only garments so far as he knew, and the bandages of their guest.",0,3365
The concept car Acura TL features a wiperless windscreen using a series of jet nozzles in the cowl to blow pressurized air onto the windscreen.,0,3366
This technique efficiently inserted genes into hematopoietic stem cells.,0,3367
"The scientific, yet understandable reasons of why the L*Bo Aid is so effective in eliminating and preventing elbow pain due to epicondylitis commonly referred to as ""Tennis Elbow"" and tendinitis.",1,3368
Unwrapped is a television program on Food Network that reveals the origins of foods.,0,3369
I had a suitcase with clothes in it.,0,3370
"For all the pain caused by the great recession, the job market still was not in as bad shape as it had been during the depths of the early 1980s recession, until now.",1,3371
Politicians are discovering Sufi teachings as a means against religious extremism.,0,3372
The clock has one brass bar attached to a chain on each side of the pendulum.,0,3373
The speaker opens the poem with a question addressed to the beloved.,0,3374
"With the recent invention of plastic core roller covers, the painter is able to complete an entire job no matter how large, with their original roller.",0,3375
"The high humidity caused by the rainfall damaged the seed of PU already mature while the good soil moisture allowed the seed of SO, TO and OO to fill better.",1,3376
Funds are moving into this new project.,0,3377
"The cause for the jump to over 30,000 was the deterioration in the economy triggered by a series of bankruptcies among banks and securities firms.",1,3378
Brown and white butterflies flip-flopped over a stand of fireweed.,0,3379
"Instead, I ran at them, whirling my arms and screeching as loud as a sedge of bitterns.",0,3380
She hold the saw in place with its blade right on the cut line.,0,3381
"Recently, in China, more people are moving into big cities.",0,3382
They rail against the coffeehouse fellowship of the artisans and others.,0,3383
Zook took the ax to the coaching staff.,0,3384
The first hyperlink in the post was inserted into a custom field.,0,3385
Whitaker had what it took to play the terrifying Ugandan dictator - but the other man convinced him with his passion for the part.,0,3386
Robert Pattinson wears a suit for a cemetery scene on location.,0,3387
Make sure the child takes lots of fluids in spite of the oral discomfort to prevent high fever from dehydration.,1,3388
The Historic District Commission members drafted a demolition delay ordinance that went before the Board of Selectmen last year.,0,3389
Flashes are caused by the vitreous gel tugging on the retina.,1,3390
This government views science simply as a tool for profit generation.,0,3391
"We already know ignorance, heat, boredom, greed and poverty cause violence even in the U.S.",1,3392
"Of the hundreds of strains of avian influenza A viruses, only four have caused human infections: H5N1, H7N3, H7N7, and H9N2.",1,3393
"A women fear from darkness, insects, cockroaches, mice, lizards, spiders and more and more.",1,3394
The detainee is kept in the cell 23.5 hours a day.,0,3395
"I derive tremendous pleasure and fulfillment from teaching, particularly when I am able to help students understand a previously foreign concept or idea, aid them in seeing a familiar object or event from a new and unusual perspective, guide them with projects they are working on, or encourage the interests they have.",1,3396
"She and colleagues exhaustively tested the sample, sequencing the proteins they found with a new and better mass spectrometer.",0,3397
"Information is included on the disease caused by the organism, its transmission, geographical distribution, and hosts.",1,3398
"Marital breakdown is often attributed to unresolved grief from infertility, miscarriage, and the loss of a child.",1,3399
His girlfriend was in a trunk and they drove over a bridge.,0,3400
The vagina was sutured behind the neourethra; the vagina accommodated a size 12 dilator.,0,3401
There is a red indicator button on the dash to the left of the steering wheel and it is stationary.,0,3402
The management of the firm needs information on condition in the market and price elasticity of demand.,0,3403
"The dog clutch is a sliding selector mechanism which is splined to the output shaft, meaning that its hub has teeth that fit into slots  on the shaft, forcing it to rotate with that shaft.",0,3404
She grabbed your arm and twisted it until the shoulderbone popped out of the socket.,0,3405
The ladder is designed for the specific needs of the electrician.,0,3406
The system uses routings for the part number identified in the work order to determine workstation assignment and loading.,0,3407
Caribbean criminal groups have been transporting cocaine into major cities in USA.,0,3408
Congress workers play with colours while celebrating party's win in the Assembly elections of three states at party office in Kolkata on Thursday.,0,3409
Air pollution from coal-fired power plants is large and varied and contributes to a significant number of negative environmental and health problems.,1,3410
The error was caused by the illegal embedded code tags.,1,3411
"Its menu includes customary Chinese dishes, such as sweet and sour pork and cashew chicken, but it also lists some uncommon choices such as lemongrass chicken and kung pao triple delight.",0,3412
"The brochure shows, in one embodiment, a vase with flowers inside a ""cut flower"" sleeve with the sleeve tied with a ribbon about the neck of the vase.",0,3413
"Widely previously interpreted as precursory activity to the 1906 earthquake, they have been found to have a strong seasonal pattern and have been postulated to be due to large seasonal sediment loads in coastal bays that overlie faults as a result of the erosion caused by hydraulic mining in the later years of the California Gold Rush.",1,3414
"Dick Olver, chairman of BAE Systems, found himself fighting a battle on two fronts at the arms manufacturer's annual meeting in London.",0,3415
The pollution was caused by the shipwreck. ,1,3416
The sink was in a cabinet type stand with the sides of the sink being the same porcelain coated cast iron as the sink.,0,3417
This reflects much of the light back towards the lamp fitting.,0,3418
The base of the shrine encloses a lone datura seedpod.,0,3419
"The events at the trial caused the dissolution of the Communist League, and a general dampening of revolutionary activity.",1,3420
"In addition, a brief biography establishing her credentials was included at the end of the report.",1,3421
The State Capital is a disgusting sewer and Bruno is just one in the mischief of filthy rats that proliferate there.,0,3422
Another mathematical system description is presented in the next section.,0,3423
The show centered around a beach theme.,0,3424
The drug has a low half-life that makes it ideal for killing of the susceptible bacteria responsible for sleeping sickness.,1,3425
The soldiers moved into the deep jungle.,0,3426
"True progress comes from science, debate, inference, logic and reasoning.",1,3427
The pouch is a distinguishing feature of female marsupials .,0,3428
It took the mechanic less than 10 seconds  to fix the lock with a screwdriver.,0,3429
"This is one of the most abundant tree species in the whole forest, and with a maximum height of 14 m. the dominant tree species of the first canopy layer.",0,3430
"Lesions involving the medial part of the premotor cortex, the supplementary motor area  and the rear portion of the medial part of the precentral gyrus caused a contralateral, severe leg-predominant hemiplegia, distally predominant and a less severe proximal weakness of the arm.",1,3431
The swelling continued so it was time to try the oils in a capsule.,0,3432
"Besides acting, directing and producing, Eastwood is also a musician who has composed the themes to nine of his films.",0,3433
A plane crash is the first event in that adventure novel.,0,3434
The user inserted an advertising into the podcast.,0,3435
The date for final payment is shown on the confirmation invoice.,0,3436
The teacher retirement poem on parchment is a customized poem printed on parchment and enclosed in a black certificate holder.,0,3437
"In a clock, the tick is produced by the action of the escapement.",1,3438
Factory class that manufactures component objects for the farmyard.,0,3439
"As I pulled unit apart the small fan on top of light was caked with dust, the heat caused a little discoloration on the difusing lense.",1,3440
The patient experiences displaced emotional and financial deprivation as well as anger after the divorce.,1,3441
And the economic crisis was generated due to the sub-prime mortgage mess brought about through government intervention in the market to promote progressive ideals .,1,3442
"Among the Hittites there was only one queen consort, but the king had a harem of wives  and of slave concubines also.",0,3443
"Jack placed the ember in a hollowed-out turnip, one of his favorite foods and an item he often stole and carried with him.",0,3444
The beautiful outside of the store is complementary to the local surroundings and is designed to be a store of the community.,0,3445
"They were not issued guns at the time, but the office did have one handgun that was locked in a safe; however, there was no ammunition.",0,3446
"Whilst audio sampled at 8kHz is sufficient for communication, such narrow-band speech does not sound natural, leading to user frustration after prolonged exposure, and making language learning difficult.",1,3447
"Anyway, there's a cabal of ninja assassins who traverse the globe killing people for ""100 pounds of gold"", or the modern day equivalent.",0,3448
"The developed mechanism is composed of a dual coaxial high-precision goniometer, which has theta-in and theta-out axes with 0.0025"" resolution, and two crystal mounts connected to the rotation axes .",0,3449
The juvenile tawny owls were released into four woodland locations.,0,3450
A weapon was inside a wooden box behind a stereo cabinet that was suspended about seven feet above the floor.,0,3451
My two friends have moved into my apartment last weekend.,0,3452
"They looked very closely at the white of the eye, and saw lines that look like tiny pink threads.",0,3453
This tradition has been narrated in prophet's early biographies.,0,3454
The fuel is leaked into a crankcase.,0,3455
"With the Ramps and platform for off-ground vehicle washing, used water is collected in a receptacle below platform.",0,3456
He slowly inserted the disk into the removable disk drive.,0,3457
A new module has been imported into the Mozilla browser.,0,3458
"As part of his wicked plan, Pete promotes Mickey and his pals into the legion of musketeers and assigns them to guard Minnie.",0,3459
The mice fell into the trap.,0,3460
The bruises are caused by the attacker's fingertips pressing into the skin.,1,3461
The Australian Flexible Learning Framework has released a new report on mobile learning.,0,3462
In the case of public corporations every citizen is a member of the corporation.,0,3463
Their composer has sunk into oblivion.,0,3464
Semiconductor tech diagnoses eye disease over the Internet.,0,3465
"The man has written his most high-profile work yet, a poem to be broadcast on television to mark the fifth anniversary of the World Trade Center attacks.",0,3466
Extra-alveolar veins are contiguous and leaked fluid into periarterial cuffs in the rabbit lungs.,0,3467
Still other examples of the potter's ceramics are clad in slinky assortments of tassels and beads.,0,3468
We have inherited predispositions to anxiety.,0,3469
It was a factory for destroying perfectly good pants.,0,3470
"Alzheimer's disease is a degenerative brain disorder that results in memory loss, impaired thinking, difficulty finding the right word when speaking, and personality changes .",1,3471
"Also included is our Commission Authorization form, which collects the author's contact information and authorizes us to retain our standard 5% commission.",0,3472
"The vibration caused by a heavy goods train on the Metropolitan Railway, which runs under the Exhibition premises, had shaken the figure off its balance.",1,3473
The shipments have arrived into the stock.,0,3474
The grenade was inside a tin alongside the hotel fence.,0,3475
Illegal overcharge was passed on to the customers.,0,3476
Before leaving Peter bought a silver star necklace for Tina.,0,3477
"Topping is the indiscriminate removal of a tree 's crown, cutting off large branches and the main stem of the tree, leaving large branch stubs.",0,3478
Parent verbalizations were focused on story-relevant questions.,0,3479
"For example, measles and chickenpox cause rashes along with other symptoms.",1,3480
"In order to gather experimental data, researchers explicitly defined a model describing the process.",0,3481
"A cable or rode is the rope, chain, or combination thereof used to connect the anchor to the vessel.",0,3482
A girl plays her violin on a pogo stick.,0,3483
"The mite's burrows, fecal matter, proteins and eggs cause itching, rashes and sensitivity.",1,3484
"And on other stormy days the boy learned to whittle out a straight shaft for the long bow, and tip it with gray goose feathers.",0,3485
"The band performs with a high level of musicality, energy and spirit while combining sensitive group interplay with dynamic solo improvisations.",0,3486
Even commercial networks have moved into high-definition broadcast.,0,3487
"She guessed the backpage of the news paper, and she won.",0,3488
She poured flour into a flat metal pan.,0,3489
"Acne is caused by irritants like fabrics, hair gels and makeup.",1,3490
Five seconds later the disguise was in a bin and he was just your average joe in the fluero singlet and workboots walkin down the path.,0,3491
"In the older sections of the city the street in front of one's house is considered the person's responsibility, it is seen as an extension of their house.",0,3492
"Frustrations, threats, and conflicts cause stress.",1,3493
Shrinkage from washing has always been considered a serious problem for cotton knitted fabrics.,1,3494
Job dissatisfaction is one of the main causes of stress and stress is one of the main causes of illness.,1,3495
Members are primarily interested in issues related to family law.,0,3496
"Tribble's one-story, wood-frame home is the 34th that the group has constructed in the county.",0,3497
"He wrote an article, that pointed out factual problems in the work of New York Times columnist and author David Brooks.",0,3498
"In 1996, a major publishing company simultaneously launched in 13 countries a dinosaur cartoon strip carried in a weekly comic book.",0,3499
The best kept secret for avoiding abdominal weight gain due to stress is the use of adaptogens.,1,3500
"To determine, once and for all, how the manakin was making its bizarre sounds, Bostwick and colleagues decided to take feather samples.",1,3501
"In North America, about 58 percent of the wildfires are caused by humans.",1,3502
They leaked oil into the radiator.,0,3503
This study has added insights into the diversity as a phenomenon in nursing and has implications for the nursing profession.,0,3504
"As the earth revolves around the sun, the place where light shines the brightest changes.",0,3505
The important thing is to be able to write two or three sentences pointing out similarities and differences between the poems.,0,3506
We leave the bail of the reel open and place your the rod in a double mounted set up as shown on the facing page.,0,3507
This is a clear and concise guide to the work of one of the twentieth century's most influential thinkers.,0,3508
Oil extraction in the Amazon has already caused the extinction of the Tetete and Zaparo nationalities and continues to threaten indigenous peoples.,1,3509
His interview for Colonel James Critchfield of the CIA's Gehlen Organization that runs to nearly a thousand pages was hidden in the CIA's files for years.,0,3510
Their omelette was put inside the bread and was served on their plates.,0,3511
A full quarter of the products in the supermarket have some form of corn in them.,0,3512
"The tsunami was generated by an undersea landslide, which was triggered by the earthquake.",1,3513
He used his finger on the stick of the toothpick for a trial balance.,0,3514
These implants were placed into function.,0,3515
"Mayans charted Venus's motion across the sky, poured chocolate into jars and interred them with the dead.",0,3516
They advised me that their records for 1993 were in a box of files in a warehouse.,0,3517
A thermostat keeps the water at the requested temperature.,0,3518
Millers checked that the stones used for cereal grinding weren't overheating.,0,3519
The burglar forgot to log out before leaving the home with two diamond rings.,0,3520
Skype founders have moved into a net TV.,0,3521
"In reality, however, the drama has been caused by the erupting ash and smoke colliding with a lightning storm.",1,3522
I forgot to shut the bathroom door before showering and the steam set off the smoke alarm on the wall between the bathroom and my bedroom.,1,3523
"Too often, students were misplaced into alternative schools.",0,3524
The mobile meth was inside a van parked inside a storage unit at 4095 West Kearns.,0,3525
The crash has been caused by a meteor.,1,3526
This blouse puts a unique twist on the classic blouse with bat-wing sleeves.,0,3527
The researchers inserted caffeine into baked goods.,0,3528
"The joy comes from Cather's writing: precise observation and wording, the lilting cadence of her phrasing, the beautiful and clear pictures she evokes of scenery and characters, and the unfamiliar, old fashioned words and expressions she uses.",1,3529
The destruction caused by the bombing of Attorney General Palmer's home.,1,3530
My cockatiel threw up this morning.,0,3531
He sent the revellers into party mode.,0,3532
In the last couple of years I have been working with my fear from darkness.,1,3533
The facades of the palace consist of beautifully decorated wooden doors and windows and ventilations in addition to decorated gypsum motifs.,0,3534
The exact equations are set out in later sections of this article.,0,3535
Some of my most recent blogs were concerned with life on the croft in various seasons.,0,3536
"In economic terms, pollution from fossil fuels is regarded as a negative externality and should be taxed.",1,3537
The teenage boys were dragged into the fighting at school.,0,3538
I find it hard to bend and reach and use the cupboards in my kitchen.,0,3539
"There are several scripts to shut down Windows, hibernate or put the computer to sleep.",0,3540
The new residents have been moved into their brand new home.,0,3541
"A girl with a mitochondrial disorder who developed a neurodegenerative disorder with ""features of autism"" after getting a fever from vaccines.",1,3542
A multi-purpose electrician pliers tool is crucial for severing any gauge wire with which the electrician is working.,0,3543
The western region of Mauritania is the scene of a serious plague of desert locusts.,0,3544
The package includes an audio and video receiver that transmits information to the plasma display.,0,3545
People look at me as if I'm crazy talking to a bottle full of wine.,0,3546
The chancellor confirmed that this measure was under discussion.,0,3547
I was walking on a beach today and found a plastic bottle with paper in it.,0,3548
The shape of the vessel is seen in a ewer that has been in the Metropolitan Museum for many years.,0,3549
The full featured keyboards had keys 4 times bigger than the traditional keyboard.,0,3550
"Sadness leads to inspiration, so in this story of love and hate, respect and betrayal, learn about the history of the Mexican Wrestling Wars.",1,3551
The glass spindle of the areometer  is immersed in the liquid under analysis.,0,3552
"In early October, Anwar al-Awlaki, a radical cleric based in Yemen, posted a provocative message on his English-language Web site.",0,3553
At that point the patient grabbed the arm of the dentist to forcibly pull the drill out of his mouth.,0,3554
"In the past three to four years, many industry people have come into the venture world.",0,3555
And these gases cause evaporation of water from sea and soil.,1,3556
Six horses wearing elaborate harnesses had been sacrificed and lay on the logs which formed the roof of the burial chamber.,0,3557
This particular slot machine has three reels and two paylines.,0,3558
"Remaining under the same influence, it was in the natural order of events that John, a little later, recorded his awakening into the new life at a religious meeting at a quarter before nine o'clock on the evening of May 24th 1738.",0,3559
One man pours on a liquid while the other man stirs the mixture with a wooden paddle or spatula.,0,3560
This outlaw has exported terrorism to our society.,0,3561
"In the nineteenth century, modern manholes and the modern manhole cover were developed.",0,3562
There are a number of fairly standard conventions when framing a business letter that it is important to observe.,0,3563
Two of Walters's fingers are inside the koala 's pouch.,0,3564
There are a series of books dealing with the identification of groups of birds.,0,3565
One bottle of red wine in a carton box costs 6 euro per order unit.,0,3566
This plane arrives into the international airport in Melbourne.,0,3567
"Our director is a member of the AEA, NAFSA, and EAIE organizations.",0,3568
"Ibsen's work examined the realities that lay behind many facades, possessing a revelatory nature that was disquieting to many contemporaries.",0,3569
The umpire in the game of Serina Williams and Martinez Sanchez was true.,0,3570
"Milinkovich, executive director for life of the Eclipse Foundation  broke the news today in his blog.",0,3571
"A University of Michigan study of 756 recently unemployed job seekers has found that medical and emotional fallout, including depression, from unemployment continued even after two years, when 71 percent were re-employed.",1,3572
"Ambient vanadium pentoxide dust produces irritation of the eyes, nose and throat.",1,3573
"Solutions involving legislation, technical innovation and international cooperation have been examined.",0,3574
It is a monthly report providing opinion and advice on current United States government contract issues.,0,3575
"The rabbits are unhappy when left alone in a hutch in the garden, as they need company.",0,3576
"Anyway, when he read that Stacey had spent the night beneath the stare of more than 30 owls, his interest was piqued.",0,3577
The mushroom was found in a mass of wet twigs and leaves.,0,3578
A suitcase with his things in it was on the doorstep.,0,3579
The map to the left shows a snapshot of weather conditions in selected towns across Italy.,0,3580
"I was hoping to find yet another bed of clams, but no luck.",0,3581
"Despite this defeat, Armstrong continued to work and plan toward the realization of his dream, the preservation of his beloved grove of redwoods.",0,3582
Chronic daily headaches are tension headaches or headaches which are caused by taking too many pain killers.,1,3583
Other countries are also sinking into recession.,0,3584
The computer mouse has been the input device of choice for a long time now in the computer world.,0,3585
"Ceres is the largest known asteroid at approximately 950 km  in diameter, and it lies in the belt of asteroids between Mars and Jupiter.",0,3586
"Furthermore, several areas have also been added to the spaces.",0,3587
The concerns over security has moved into the boardrooms.,0,3588
Alternators generate electricity by the same principle as DC generators.,1,3589
A girl plays her violin on a pogo stick.,0,3590
The spam already travels into the mail server.,0,3591
"With an innate desire to know and to do, mankind has progressed past placing a dead fish in every hill of corn, beans and squash.",0,3592
The Maze procedure crates new pathways for the electrical impulses that trigger the heartbeat.,1,3593
The remaining power is exported to the grid.,0,3594
"To connect the microcontroller to the Internet, one must implement a protocol stack on the device.",0,3595
A second element of debate had to do with transparency.,0,3596
